NAME_2,NAME_3,avg_rainfall,max_rainfall,avg_temperature,elevation,landcover_class,ndvi,slope,soil_moisture,year,month,lat,long,map_image,NAME_3_clean,hujan_harian_max,hujan_kumulatif_3h_max,jml_hari_hujan_lebat,maks_hari_hujan_beruntun,total_hujan_bulan,banjir
tangerang,pasarkemis,7.633,9.836,34.88,14.061,Built-up,0.358,0.127,31.551,2023,8,-6.1589,106.5525,RGB_Pasar_Kemis_2023.tif,pasarkemis,11.9,16.49999999999997,0.0,2.0,35.2,0
jakarta barat,kebonjeruk,16.126,37.996,39.32,10.059,Built-up,0.202,0.118,38.252,2023,11,-6.1895,106.7691,RGB_Tamansari2023(2).tif,kebonjeruk,36.5,54.6,4.0,22.0,276.90000000000003,0
kota bekasi,mustikajaya,75.416,145.095,37.82,32.768,Built-up,0.267,0.179,39.469,2020,2,-6.3076,107.0166,RGB_BekasiBarat2020.tif,mustikajaya,36.4,79.4,9.0,20.0,484.9,1
depok,cinere,57.611,101.098,36.48,54.274,Built-up,0.238,0.287,40.839,2021,1,-6.3315,106.7894,RGB_Cinere_2021.tif,cinere,43.7,77.90000000000003,6.0,15.0,401.7,0
tangerang,curug,8.184021792292517,29.21307052055676,32.38091774318977,30.753,Built-up,0.3919269803962532,0.142,41.328447948525245,2025,6,-6.2426,106.5661,RGB_Curug_2020(1).tif,curug,29.21307052055676,59.01671598893765,0.0,5.0,245.5206537687755,0
bekasi,bekasiutara,54.92890813791096,115.34935276146888,37.990284784160316,12.555784067732521,Built-up,0.22969242682759136,0.11472882820274895,38.3554678761824,2024,1,-6.201247987652419,107.01226764650062,RGB_Babelan2024.tif,tarumajaya,27.279703731750793,67.86645805675529,3.06935752364804,15.27743009459216,309.3722569905408,1
tangerang,solear,68.37506745425985,133.02247766380975,28.1699475855013,34.21403145112693,Tree cover,0.28009497065781136,0.2834248096912314,38.75116111334134,2020,1,-6.2998767939717375,106.77886792722617,RGB_Solear_2020.tif,cikarangutara,71.51583052483574,123.75593410471282,7.50923499328764,29.98153001342472,523.9129289906027,1
jakarta selatan,cibitung,39.13190933015315,72.5404114970914,39.0,24.209263366985525,Built-up,0.2637984271499975,0.1693497029558772,39.761799230652976,2021,11,-6.250177563790294,106.76398903876412,RGB_Jatinegara2021.tif,cibitung,35.4,63.00000000000001,4.0,7.0,248.5,1
bekasi,tarumajaya,52.396,106.692,30.63,2.309,Cropland,0.305,0.051,37.603,2022,1,-6.1219,106.9975,RGB_Babelan2022.tif,tarumajaya,22.7,61.20000000000003,3.0,20.0,254.8,0
kota tangerang,benda,8.434662063731492,23.63191546774753,31.704349223353,8.372,Built-up,0.336376680364979,0.098,40.83306442697361,2025,2,-6.13,106.6657,RGB_Benda2020.tif,benda,23.63191546774753,49.1900023003444,0.0,14.0,236.17053778448172,0
bekasi,cabangbungin,19.345,30.315,30.3,3.757,Cropland,0.516,0.053,36.593,2022,6,-6.0781,107.1363,RGB_Babelan2022.tif,cabangbungin,15.6,27.899999999999988,0.0,19.0,158.1,0
kota tangerang,pinang,13.528,30.566,34.0,19.041,Built-up,0.445,0.132,36.845,2024,5,-6.2153,106.6662,RGB_Pinang2024.tif,pinang,43.2,75.79999999999998,3.0,8.0,227.1,0
tangerang,balaraja,37.033,93.15,32.97,20.277,Built-up,0.435,0.173,35.063,2021,9,-6.2048,106.4427,RGB_Balaraja_2021.tif,balaraja,129.1,187.4,6.0,12.0,416.6,0
bogor,cariu,72.448,139.936,30.11,143.845,Tree cover,0.629,2.107,38.022,2022,10,-6.5273,107.1371,RGB_BabakanMadang2022.tif,cariu,26.6,59.49999999999999,2.0,26.0,286.4,0
bogor,sukamakmur,51.069,85.797,29.8,641.209,Tree cover,0.515,5.807,38.286,2022,2,-6.5936,107.0201,RGB_BabakanMadang2022.tif,sukamakmur,36.1,64.90000000000002,4.0,11.0,258.6,0
jakarta barat,setiabudi,81.4927861931625,135.772861709077,37.653678664505605,8.625768747837228,Built-up,0.1600715608746924,0.11393850120240588,38.721,2021,2,-6.175738686426975,106.79440074839206,RGB_Tamansari2021(2).tif,kebayoranbaru,43.022587103617994,85.54819283036545,7.522176612047751,23.433470163856747,395.18113986915154,1
tangerang selatan,pamulang,18.804599900726075,53.45528506531984,33.64348928389648,47.11087267600255,Built-up,0.4055863100287557,0.21585250042415483,36.368881076700205,2024,7,-6.313942060156003,106.72979135737312,RGB_PondokAren2024.tif,ciputattimur,21.943166638389677,50.667273629762924,1.8165475988497706,9.0,107.92445257081215,1
kota bekasi,jatisampurna,63.251,125.916,38.69,69.311,Built-up,0.238,0.278,41.09,2023,2,-6.3654,106.9249,RGB_BekasiBarat2023.tif,jatisampurna,37.8,91.20000000000002,10.0,20.0,414.4,0
jakarta utara,penjaringan,6.3877002177415205,20.98888798825404,32.32705390207106,3.083,Built-up,0.2972752108346143,0.074,34.53067378427462,2025,5,-6.115,106.7639,RGB_Penjaringan2020.tif,penjaringan,20.98888798825404,45.221350667668936,0.0,12.0,198.0187067499872,0
jakarta timur,cakung,7.956,13.123,36.48,7.969,Built-up,0.333,0.102,36.038,2020,6,-6.1885,106.9409,RGB_Cakung2020.tif,cakung,14.7,23.6,0.0,9.0,118.7,0
jakarta timur,ciracas,77.36524252935612,120.8782686899838,35.888204731346946,56.62645626105891,Built-up,0.25282851298786263,0.26142349697542927,41.37260566522306,2021,2,-6.337745913821025,106.84950427205854,RGB_Setu2021(1).tif,jagakarsa,47.25405016012433,92.70720028466552,7.873874955521019,22.75675026687389,437.77927516902014,1
bogor,ciampea,107.082,252.039,34.79,212.619,Tree cover,0.616,1.34,36.985,2021,10,-6.5742,106.698,RGB_Ciampea2021.tif,ciampea,70.8,85.59999999999995,2.0,16.0,231.1,0
bogor,leuwisadeng,55.37,92.552,30.53,306.672,Tree cover,0.538,4.096,37.911,2020,12,-6.5736,106.5877,RGB_BabakanMadang2020.tif,leuwisadeng,30.1,99.0,5.0,29.0,321.5999999999999,0
jakarta pusat,senen,2.948595483774363,24.54977803463945,32.512374924548475,10.007,Built-up,0.2455730881738404,0.092,43.234190344810486,2025,7,-6.1842,106.8459,RGB_Senen2020.tif,senen,24.54977803463945,34.82309654100856,0.0,5.0,91.40645999700524,0
kota tangerang,tangerang,27.247,48.283,35.09,17.193,Built-up,0.337,0.112,36.835,2021,5,-6.1888,106.6406,RGB_Tangerang2021.tif,tangerang,16.8,24.69999999999999,0.0,12.0,142.7,0
bekasi,tambunutara,80.544,127.31,37.37,8.214,Built-up,0.216,0.091,39.649,2021,2,-6.1927,107.0611,RGB_Babelan2021.tif,tambunutara,92.4,131.79999999999998,10.0,27.0,488.50000000000006,1
tangerang selatan,serpongutara,8.305835331142717,27.96820028451404,32.268408497301095,26.59,Built-up,0.4581411178826399,0.18,42.357996106147766,2025,5,-6.2536,106.663,RGB_SerpongUtara2020.tif,serpongutara,27.96820028451404,58.25492022001315,0.0,12.0,257.48089526542424,1
tangerang,sukamulya,12.805,24.121,30.65,14.287,Cropland,0.57,0.136,31.444,2024,8,-6.1604,106.4362,RGB_Sukamulya_2024.tif,sukamulya,14.6,24.00000000000004,0.0,5.0,55.10000000000001,0
bogor,ciomas,146.439,386.707,35.33,268.719,Built-up,0.457,1.946,36.631,2022,9,-6.6095,106.762,RGB_Ciomas2022.tif,ciomas,35.4,49.4,2.0,13.0,198.6,1
jakarta timur,jatinegara,27.344,55.902,39.61,18.159,Built-up,0.19,0.126,38.252,2023,11,-6.2273,106.8774,RGB_Jatinegara2023.tif,jatinegara,36.7,49.10000000000001,2.0,22.0,258.9,0
kota bekasi,bekasibarat,76.994,119.601,38.93,17.765,Built-up,0.178,0.161,38.796,2021,2,-6.2336,106.9628,RGB_BekasiBarat2021.tif,bekasibarat,47.7,93.4,9.0,27.0,435.5,1
bogor,cibinong,37.747,121.975,33.53,134.037,Built-up,0.504,0.322,38.318,2023,6,-6.4839,106.8354,RGB_Cibinong2023(1).tif,cibinong,19.0,42.90000000000002,0.0,8.0,94.3,0
kota bekasi,bantargebang,41.05,73.356,36.45,46.555,Built-up,0.285,0.262,40.049,2022,2,-6.3385,106.9912,RGB_BekasiBarat2022.tif,bantargebang,25.9,67.20000000000002,2.0,9.0,225.5,0
tangerang selatan,pondokaren,8.357521201631632,20.726126798044884,34.385807206704264,28.61,Built-up,0.3388176502332707,0.18,43.80689560557696,2025,2,-6.2664,106.7114,RGB_PondokAren2020.tif,pondokaren,20.726126798044884,47.612547040446366,0.0,14.0,234.01059364568573,0
kota tangerang,benda,33.491,64.017,42.37,8.372,Built-up,0.327,0.098,38.259,2021,11,-6.13,106.6657,RGB_Benda2021.tif,benda,36.6,63.19999999999999,4.0,7.0,286.4000000000001,0
depok,beji,33.926,63.185,35.97,78.676,Built-up,0.47,0.279,40.171,2021,5,-6.3731,106.819,RGB_Beji_2021(1).tif,beji,47.3,87.00000000000003,6.0,14.0,276.29999999999995,0
tangerang,pasarkemis,57.876,126.819,28.74,14.061,Built-up,0.235,0.127,38.005,2023,2,-6.1589,106.5525,RGB_Pasar_Kemis_2023.tif,pasarkemis,42.2,88.19999999999997,9.0,22.0,424.6,0
bogor,cariu,30.05,62.984,28.78,143.845,Tree cover,0.726,2.107,36.852,2022,6,-6.5273,107.1371,RGB_BabakanMadang2022.tif,cariu,35.4,60.59999999999997,2.0,15.0,247.00000000000003,0
bogor,pamijahan,72.178,125.543,26.13,827.34,Tree cover,0.73,5.169,38.143,2022,4,-6.6933,106.6596,RGB_BabakanMadang2022.tif,pamijahan,29.3,67.70000000000007,5.0,13.0,332.3,0
jakarta timur,jagakarsa,72.76894182125396,136.90328206674545,37.34711750819156,67.57853295944231,Built-up,0.4351285936814742,0.2526751864083176,39.770306271769066,2021,10,-6.398860285514335,106.97975525342501,RGB_Ciracas2021.tif,gunungputri,24.24526097164464,51.71451014603028,3.0,16.883209061121597,300.3364129298992,1
tangerang,panongan,39.538,62.629,33.12,36.953,Tree cover,0.561,0.192,41.451,2020,3,-6.2789,106.5262,RGB_Panongan_2020.tif,panongan,36.6,80.00000000000001,4.0,24.0,398.3,1
jakarta selatan,pesanggrahan,58.659,99.735,39.11,23.82,Built-up,0.207,0.178,39.204,2021,1,-6.2504,106.7587,RGB_Pesanggrahan2021.tif,pesanggrahan,103.9,132.1,7.0,15.0,441.1,0
tangerang,sindangjaya,43.108,70.13,31.17,17.038,Tree cover,0.513,0.132,38.031,2020,5,-6.1689,106.4989,RGB_Sindang_Jaya_2020.tif,sindangjaya,43.6,61.3,2.0,14.0,244.30000000000004,0
kota bekasi,bekasibarat,7.163,18.43,40.41,17.765,Built-up,0.232,0.161,37.012,2024,10,-6.2336,106.9628,RGB_BekasiBarat2024.tif,bekasibarat,16.5,33.60000000000001,0.0,3.0,104.29999999999998,0
tangerang,durensawit,66.4370762249001,129.86772423731807,30.708694973094875,35.520722983120905,Tree cover,0.3357479309202954,0.33834880651244176,39.12086284017846,2020,1,-6.350481642064114,107.05173850886264,RGB_Jambe_2020.tif,jambe,92.66854383479787,143.3603634365086,7.0,29.34604773950233,542.6339390608476,1
tangerang,jayanti,15.855,28.502,31.1,18.626,Tree cover,0.505,0.144,35.44,2020,6,-6.2068,106.3983,RGB_Jayanti_2020.tif,jayanti,22.5,37.29999999999998,2.0,5.0,163.9,0
kota bekasi,bekasiselatan,11.357,48.004,38.49,22.99,Built-up,0.299,0.103,34.874,2020,8,-6.2582,106.9778,RGB_BekasiSelatan2020.tif,bekasiselatan,50.4,56.19999999999999,1.0,6.0,96.3,0
tangerang,sukamulya,35.587,79.464,34.29,14.287,Cropland,0.458,0.136,38.672,2021,12,-6.1604,106.4362,RGB_Sukamulya_2021.tif,sukamulya,29.8,58.3,3.0,16.0,297.70000000000005,0
jakarta utara,kelapagading,29.468,67.909,33.85,5.514,Built-up,0.112,0.062,38.286,2022,12,-6.161,106.9037,RGB_KelapaGading2022.tif,kelapagading,27.1,57.99999999999997,3.0,12.0,237.9,0
depok,cipayung,49.569,90.084,36.37,106.638,Built-up,0.45,0.3,41.151,2024,3,-6.3253,106.9036,RGB_Cipayung_2024.tif,cipayung,34.4,72.4,5.0,17.0,370.2000000000001,1
tangerang,jayanti,10.991636792705656,37.23497593533241,30.391772116848973,18.626,Tree cover,0.5125670513489988,0.144,40.2339781763452,2025,12,-6.2068,106.3983,RGB_Jayanti_2020.tif,jayanti,37.23497593533241,64.38931640710035,0.0,13.0,340.7407405738753,0
bogor,tanjungsari,61.771,119.176,29.12,362.528,Tree cover,0.76,5.549,37.736,2020,5,-6.6115,107.1406,RGB_BabakanMadang2020.tif,tanjungsari,21.1,49.000000000000014,2.0,14.0,237.7,0
bekasi,sukawangi,8.597,22.188,30.59,3.12,Cropland,0.626,0.044,34.366,2024,5,-6.1187,107.091,RGB_Sukawangi2024.tif,sukawangi,42.4,80.0,3.0,5.0,175.00000000000003,0
jakarta timur,jatinegara,37.44473339108883,72.68236961808088,39.323022603449566,22.53970571940852,Built-up,0.2096338744379778,0.13538516386821206,39.1460031125306,2021,7,-6.244987424213169,106.87306838590698,RGB_CikarangPusat2020.tif,jatinegara,27.430741806589396,52.78825850077434,2.9170964767447627,9.804839205425395,237.6512894302343,1
kota bekasi,bantargebang,38.896,54.467,36.99,46.555,Built-up,0.505,0.262,40.031,2022,5,-6.3385,106.9912,RGB_BekasiBarat2022.tif,bantargebang,19.8,43.7,0.0,13.0,183.6,0
tangerang,jayanti,71.035,112.644,27.51,18.626,Tree cover,0.473,0.144,39.18,2020,2,-6.2068,106.3983,RGB_Jayanti_2020.tif,jayanti,25.6,65.19999999999999,7.0,29.0,413.30000000000007,0
kota tangerang,jatiuwung,15.73948931690068,57.444710169396366,34.385807206704264,20.101,Built-up,0.097296405558845,0.172,37.76720036662636,2026,1,-6.198,106.5753,RGB_Jatiuwung2020.tif,jatiuwung,57.444710169396366,77.51242213571305,1.0,12.0,487.9241688239211,1
tangerang selatan,serpongutara,38.876,72.026,36.86,26.59,Built-up,0.456,0.18,39.627,2020,5,-6.2536,106.663,RGB_SerpongUtara2020.tif,serpongutara,62.8,82.4,3.0,13.0,291.6,0
bekasi,babelan,8.516,15.771,31.9,3.768,Cropland,0.507,0.07,34.191,2020,6,-6.1257,107.0341,RGB_Babelan2020.tif,babelan,17.9,27.6,0.0,7.0,109.0,0
tangerang,tigaraksa,61.888,119.518,35.79,29.506,Tree cover,0.542,0.225,38.622,2021,11,-6.2657,106.4673,RGB_Tigaraksa_2021.tif,tigaraksa,29.9,59.90000000000003,3.0,10.0,257.29999999999995,0
depok,cilodong,10.736518339118383,54.44695419062936,31.12240765148011,106.017,Built-up,0.444440340038981,0.295,42.3070834263211,2025,6,-6.4303,106.8379,RGB_Cilodong_2020.tif,cilodong,54.44695419062936,108.89390838125873,1.0,14.0,322.0955501735515,0
jakarta barat,cengkareng,8.644149230836678,22.69283808978416,34.385807206704264,5.286,Built-up,0.2555827987322816,0.059,44.11331758464105,2025,2,-6.1515,106.7369,RGB_Tamansari2020(2).tif,cengkareng,22.69283808978416,46.85754094200389,0.0,14.0,242.036178463427,1
bogor,parung,52.089,106.257,33.43,104.116,Tree cover,0.631,0.338,40.697,2021,4,-6.4349,106.7128,RGB_Parung2021.tif,parung,28.6,56.5,4.0,8.0,251.79999999999995,0
tangerang,sepatantimur,21.916,46.946,33.42,9.449,Built-up,0.416,0.066,36.637,2023,5,-6.1199,106.6084,RGB_Sepatan_Timur_2023.tif,sepatantimur,21.8,36.70000000000002,1.0,8.0,152.50000000000003,0
tangerang selatan,ciputattimur,38.024710139913694,59.72966814117677,37.91844239266768,44.431,Built-up,0.4355312651319619,0.212,40.79477848085098,2022,4,-6.3082,106.7277,RGB_BekasiBarat2022.tif,ciputattimur,24.981208639304192,48.5593633988292,2.3124899120254128,16.375020175949174,261.29064467155047,1
tangerang,mauk,53.418,98.712,36.23,3.228,Cropland,0.338,0.07,38.022,2022,11,-6.058,106.5207,RGB_Mauk_2022.tif,mauk,36.4,68.9,3.0,19.0,234.3,0
bogor,sukaraja,61.73866378366636,105.22520253104065,29.081642438821863,276.337,Tree cover,0.4484706442143339,1.706,38.49668765425195,2022,1,-6.5792,106.8408,RGB_Sukaraja2021(2).tif,sukaraja,33.905116084599115,67.74178780589067,6.032848776437222,16.934302447125557,358.31481018658667,1
bogor,megamendung,67.77664488169532,133.27965586228137,26.624352762149275,835.9094591334067,Tree cover,0.5114968849102115,5.357401633631452,37.4057017399841,2021,4,-6.666447353367471,106.57769942777078,RGB_BabakanMadang2020.tif,pamijahan,60.26738196927589,100.19503437764202,7.566892796249536,13.866214407500928,391.7292537723765,1
bogor,gunungsindur,15.062,49.182,31.04,72.997,Tree cover,0.619,0.372,36.887,2023,7,-6.3871,106.6872,RGB_BabakanMadang2023.tif,gunungsindur,19.8,44.60000000000001,0.0,8.0,104.8,0
tangerang,pasarkemis,40.367,89.268,39.91,14.061,Built-up,0.298,0.127,37.999,2023,11,-6.1589,106.5525,RGB_Pasar_Kemis_2023.tif,pasarkemis,25.3,42.69999999999997,3.0,22.0,257.1,0
bogor,cariu,50.702,90.093,27.83,143.845,Tree cover,0.645,2.107,38.641,2024,1,-6.5273,107.1371,RGB_BabakanMadang2024.tif,cariu,44.0,83.29999999999997,7.0,12.0,364.50000000000006,0
bogor,sukajaya,56.23349852263199,96.76151433536842,28.71963358667066,830.1469739272536,Tree cover,0.5168122470863966,5.576471109467658,35.4240515076321,2020,9,-6.7255347411051325,106.87714573350502,RGB_BabakanMadang2020.tif,sukajaya,115.62641722957625,171.37085965201766,10.792880847832597,30.195253898555066,668.1583670551472,1
bogor,cigombong,116.865,206.574,29.81,688.475,Tree cover,0.62,4.624,37.718,2023,11,-6.7461,106.8128,RGB_BabakanMadang2023.tif,cigombong,60.1,100.59999999999997,11.0,18.0,503.3,0
bogor,megamendung,17.152,38.12,27.12,877.32,Tree cover,0.759,5.463,35.355,2021,7,-6.6635,106.9177,RGB_Megamendung2021.tif,megamendung,79.3,95.19999999999996,3.0,7.0,217.6,0
jakarta selatan,kebayoranlama,24.303949698524754,35.026222288651056,39.52074155072189,18.197348416412858,Built-up,0.25797893121170196,0.15348440556534929,37.65992152523085,2020,10,-6.22551667164883,106.762949369702,RGB_KebayoranBaru2020.tif,kebayoranbaru,40.7,65.6,1.0,12.0,238.90000000000003,1
kota tangerang,periuk,28.053035409425902,50.44452812301772,37.85110666824513,19.207317739521617,Built-up,0.35792327515986366,0.1181401883731984,37.38618297122896,2022,4,-6.234849629031489,106.92362776437359,RGB_Periuk2022.tif,periuk,30.51401883731984,49.83669421027613,4.647318849158319,19.78750722235671,263.65651739284846,1
jakarta selatan,setiabudi,26.096,46.482,38.87,17.99,Built-up,0.322,0.133,38.017,2021,3,-6.2196,106.83,RGB_Setiabudi2021.tif,setiabudi,27.3,35.599999999999994,1.0,19.0,235.5,0
bekasi,babelan,21.197,35.962,33.6,3.768,Cropland,0.461,0.07,37.816,2020,4,-6.1257,107.0341,RGB_Babelan2020.tif,babelan,23.0,48.8,1.0,29.0,235.0,0
bogor,cigudeg,33.82260787562831,90.77490106173387,30.926848150351837,200.22083382793215,Tree cover,0.6516372650120112,1.8833797837203168,35.475800937934906,2021,6,-6.516665689709943,106.99328562967708,RGB_BabakanMadang2022.tif,cigudeg,29.344964827441054,54.01623812453496,1.5764018597334122,5.211799070133294,123.2416703057888,1
bekasi,sukawangi,18.047,34.882,31.63,3.12,Cropland,0.722,0.044,37.303,2022,4,-6.1187,107.091,RGB_Sukawangi2022.tif,sukawangi,20.6,30.19999999999997,1.0,11.0,182.8,0
kota bekasi,pondokaren,25.24980623751552,46.56140131275759,39.53552096530537,17.887957283313668,Built-up,0.3086353773491807,0.15963511532398228,37.67713375213505,2021,4,-6.234178899362587,106.96315298741621,RGB_Tebet2020.tif,bekasiselatan,26.303569177941874,38.96237421145725,2.0,17.905870022343606,231.92823899329693,1
kota tangerang,benda,68.2369424173097,118.10716525977904,28.85,24.123911900948382,Built-up,0.2508153883075696,0.14074788273439523,38.9364299537081,2021,2,-6.211438567459149,106.52012511503634,RGB_Benda2021.tif,benda,33.23675295723769,68.94350351455512,4.0,27.0,351.74572946998666,1
jakarta pusat,joharbaru,3.015508045725563,24.71249199411872,32.73175243135344,8.969,Built-up,0.2359983166214052,0.076,43.234190344810486,2025,7,-6.1821,106.8546,RGB_JoharBaru2020.tif,joharbaru,24.71249199411872,35.26724317124649,0.0,5.0,93.48074941749243,0
jakarta selatan,cilandak,8.751948231818055,33.64341322525618,32.50594599925741,37.329,Built-up,0.4073127488861041,0.193,42.47698451482346,2025,6,-6.2927,106.7933,RGB_Cilandak2020.tif,cilandak,33.64341322525618,76.06340804375372,0.0,10.0,262.55844695454164,0
kota bekasi,cikarangbarat,53.12277583707332,90.29197017957192,29.45828599293609,29.62960780824726,Built-up,0.23860686412076842,0.17363250341724004,38.88593088672907,2021,1,-6.297162402442269,107.0932462114275,RGB_BekasiBarat2021.tif,serpongutara,49.20854643215721,72.80427321607861,7.0170928643144155,14.991453567842791,394.60767830142015,1
jakarta selatan,setiabudi,32.818,55.155,39.14,17.99,Built-up,0.281,0.133,37.91,2020,4,-6.2196,106.83,RGB_Setiabudi2020.tif,setiabudi,42.1,75.2,3.0,24.0,280.8999999999999,0
jakarta selatan,cibitung,9.45229403738664,30.15918081673725,34.20768508370607,19.055875745162684,Built-up,0.22177196500333873,0.13498703725624067,39.228918410052124,2025,5,-6.268199964961303,107.05130858337887,RGB_Pancoran2020.tif,cibitung,30.15918081673725,57.04417935510944,0.0,18.63634240078942,272.8172456561944,1
bogor,megamendung,87.77986251929208,204.1651918028904,28.33578143047994,859.9474932162419,Tree cover,0.47495657195963537,5.383814138633525,36.60953471500763,2022,9,-6.674872272035146,106.90965695671386,RGB_Megamendung2022.tif,megamendung,60.36411411311851,128.43257103027346,7.311142873738604,21.777857184346512,431.1976142002462,1
kota bekasi,bantargebang,21.047,43.617,34.4,46.555,Built-up,0.485,0.262,37.503,2024,6,-6.3385,106.9912,RGB_BekasiBarat2024.tif,bantargebang,16.2,40.80000000000001,0.0,9.0,145.3,0
depok,cinere,31.44,85.765,37.68,54.274,Built-up,0.406,0.287,38.923,2021,9,-6.3315,106.7894,RGB_Cinere_2021.tif,cinere,52.3,98.6,3.0,12.0,224.7,0
kota bekasi,pondokgede,7.208,24.924,35.63,24.987,Built-up,0.338,0.142,38.0,2023,7,-6.2691,106.9299,RGB_BekasiBarat2023.tif,pondokgede,16.2,41.89999999999999,0.0,5.0,89.1,0
bekasi,pondokaren,9.026974252503077,30.89663937915318,33.979489806487436,20.5341255611382,Built-up,0.2448715907987257,0.14137601539119699,41.40812842657077,2025,9,-6.258975877778959,106.91769907813159,RGB_Kedungwaringin2020.tif,kedungwaringin,30.89663937915318,54.3244873847253,0.0,13.045986532702642,271.3532546141299,1
bogor,klapanunggal,11.286287734533614,56.70168295983961,28.32311142817377,203.856,Tree cover,0.7222404092427616,3.061,38.412256622769945,2025,8,-6.483,106.9553,RGB_BabakanMadang2020.tif,klapanunggal,56.70168295983961,94.58094104670565,1.0,4.0,349.874919770542,0
jakarta selatan,mampangprapatan,22.788240004108133,31.794296309354888,39.41300593586316,21.398983620487645,Built-up,0.2720477657004228,0.1527832344022806,37.63085757079312,2020,10,-6.241006714076461,106.81753159368903,RGB_Pancoran2020.tif,mampangprapatan,39.787291409700195,63.965614849928244,1.2122578116976301,13.06128905848815,236.5014867278168,1
kota bekasi,bekasiselatan,28.629946151827845,49.48060234804188,35.44170571354126,40.200977458825285,Built-up,0.4916287503256997,0.2593110357422028,40.03435163059223,2021,5,-6.3104451395769825,106.9564227289325,RGB_BekasiBarat2021.tif,cipayung,39.02441429688113,46.529428645874226,2.207357161468553,14.0,235.03878945973102,1
tangerang,sepatantimur,8.055324617234698,29.82613893899361,32.08001404755273,9.449,Built-up,0.436570810114238,0.066,31.93798871816252,2025,5,-6.1199,106.6084,RGB_Sepatan_Timur_2020.tif,sepatantimur,29.82613893899361,60.87346186650832,0.0,12.0,249.71506313427565,0
bekasi,cabangbungin,68.8,165.086,30.3,3.757,Cropland,0.197,0.053,38.807,2023,2,-6.0781,107.1363,RGB_Cabangbungin2023.tif,cabangbungin,46.5,87.19999999999997,6.0,20.0,321.5,0
bogor,rumpin,109.481,199.933,30.87,152.23,Tree cover,0.639,1.981,40.877,2021,11,-6.4596,106.6311,RGB_BabakanMadang2021.tif,rumpin,44.8,74.80000000000001,3.0,8.0,313.8,0
kota bekasi,bekasiselatan,8.385,14.147,36.37,22.99,Built-up,0.361,0.103,37.986,2020,6,-6.2582,106.9778,RGB_BekasiSelatan2020.tif,bekasiselatan,13.2,25.89999999999999,0.0,7.0,119.79999999999998,0
bogor,parungpanjang,31.936,63.569,30.13,65.388,Tree cover,0.68,0.569,39.713,2021,6,-6.3768,106.5551,RGB_BabakanMadang2021.tif,parungpanjang,20.6,41.89999999999999,1.0,13.0,208.1,0
kota bogor,bogorbarat,86.628,143.33,34.57,207.937,Built-up,0.274,0.658,39.385,2021,2,-6.5732,106.7655,RGB_BogorBarat2021.tif,bogorbarat,50.5,119.5,12.0,22.0,502.3,0
jakarta utara,tanjungpriok,84.45,163.942,31.91,4.06,Built-up,0.168,0.101,38.81,2020,2,-6.1319,106.875,RGB_TanjungPriok2020.tif,tanjungpriok,24.1,50.20000000000002,3.0,29.0,341.8,1
jakarta timur,durensawit,10.079,24.651,40.69,16.888,Built-up,0.269,0.139,37.24,2023,12,-6.2325,106.9206,RGB_DurenSawit2023.tif,durensawit,22.4,51.39999999999999,2.0,10.0,180.7,0
bogor,cibungbulang,42.816,78.574,31.84,236.566,Tree cover,0.627,1.249,35.189,2021,8,-6.5761,106.661,RGB_Cibungbulang2021.tif,cibungbulang,42.3,49.69999999999996,1.0,5.0,133.4,0
tangerang,jambe,36.116,86.778,32.96,43.823,Tree cover,0.627,0.302,38.571,2021,4,-6.3238,106.4992,RGB_Jambe_2021.tif,jambe,45.0,74.50000000000001,3.0,12.0,242.6,0
kota bekasi,mustikajaya,57.31724852522896,111.52933927397308,37.85838187261949,30.360148536413124,Built-up,0.32083978936826635,0.15496154944838392,39.090935344431344,2023,5,-6.294378852196611,107.00538205640925,RGB_CikarangBarat2024.tif,mustikajaya,29.395674312943193,72.64319104815134,6.0,20.491188415254648,364.25152200100143,1
tangerang,jambe,38.871,69.634,28.75,43.823,Tree cover,0.545,0.302,38.47,2020,12,-6.3238,106.4992,RGB_Jambe_2020.tif,jambe,54.1,61.70000000000002,3.0,18.0,305.9,0
kota bekasi,bekasiutara,1.054,1.286,39.58,13.259,Built-up,0.275,0.12,21.771,2023,9,-6.2074,107.0064,RGB_BekasiUtara2023.tif,bekasiutara,7.2,13.399999999999975,0.0,3.0,27.0,0
kota tangerang,karawaci,39.705,69.982,38.24,16.788,Built-up,0.307,0.102,37.903,2020,5,-6.1812,106.618,RGB_Karawaci2020.tif,karawaci,38.2,54.70000000000004,1.0,14.0,225.5,0
tangerang selatan,ciputattimur,8.673030146802231,29.133718615129506,32.431479236673795,42.52786474473977,Built-up,0.4693423899826817,0.2194366378871993,41.83024880880444,2025,5,-6.312907353810129,106.70712678764299,RGB_CiputatTimur2020.tif,ciputattimur,29.133718615129506,65.2420508144536,0.0,12.177281670234759,268.8639345508692,1
bekasi,cikarangpusat,5.824669378385672,47.6005875354681,30.964059486929614,34.68,Built-up,0.4891376327056285,0.347,33.98160571320291,2025,8,-6.3596,107.1836,RGB_CikarangPusat2020.tif,cikarangpusat,47.6005875354681,87.72429528110388,0.0,2.0,180.56475072995585,0
